"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Pull Up (Weighted)",,"",1,"normal",5,5,,,
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Pull Up (Weighted)",,"",2,"failure",5,4,,,
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Pull Up (Weighted)",,"",3,"failure",,5,,,
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Hammer Curl (Dumbbell)",,"",0,"normal",20,9,,,
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Hammer Curl (Dumbbell)",,"",1,"normal",20,8,,,
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Hammer Curl (Dumbbell)",,"",2,"failure",20,10,,,
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Leg Press (Machine)",,"",0,"normal",125.5,11,,,
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Leg Press (Machine)",,"",1,"normal",125.5,8,,,
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Calf Press (Machine)",,"",0,"normal",105.5,15,,,
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Farmers Walk",,"",0,"normal",24,,0.022,,
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Farmers Walk",,"",1,"normal",24,,0.044,,
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Farmers Walk",,"",2,"normal",24,,0.044,,
"Mixed","25 Jun 2024, 17:53","25 Jun 2024, 19:41","","Air Bike",,"",0,"normal",,,,180,
"Shoulder Press","16 Jun 2024, 08:54","16 Jun 2024, 09:51","","Shoulder Press (Dumbbell)",,"",0,"normal",25,8,,,
"Shoulder Press","16 Jun 2024, 08:54","16 Jun 2024, 09:51","","Shoulder Press (Dumbbell)",,"",1,"normal",25,8,,,
"Shoulder Press","16 Jun 2024, 08:54","16 Jun 2024, 09:51","","Shoulder Press (Dumbbell)",,"",2,"normal",25,8,,,
"Chest and Tricep","13 Jun 2024, 20:10","13 Jun 2024, 20:55","","Incline Bench Press (Smith Machine)",,"",0,"normal",80,5,,,
"Chest and Tricep","13 Jun 2024, 20:10","13 Jun 2024, 20:55","","Incline Bench Press (Smith Machine)",,"",1,"normal",80,3,,,
"Chest and Tricep","13 Jun 2024, 20:10","13 Jun 2024, 20:55","","Incline Bench Press (Smith Machine)",,"",2,"normal",70,6,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Pull Up (Weighted)",,"",0,"normal",6.25,3,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Pull Up (Weighted)",,"",1,"normal",6.25,3,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Pull Up (Weighted)",,"",2,"normal",6.25,3,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Pull Up (Weighted)",,"",3,"failure",6.25,4,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Pull Up (Weighted)",,"",4,"normal",,8,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Chin Up (Weighted)",,"",0,"normal",7.5,4,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Chin Up (Weighted)",,"",1,"normal",7.5,4,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Chin Up (Weighted)",,"",2,"failure",7.5,3,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Chin Up (Weighted)",,"",3,"normal",,5,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Seated Cable Row - V Grip (Cable)",,"",0,"failure",81.8,7,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",81.8,6,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Bicep Curl (Dumbbell)",,"",0,"failure",17.5,9,,,
"Back and Bicep","11 Jun 2024, 19:17","11 Jun 2024, 20:45","","Hammer Curl (Dumbbell)",,"",0,"failure",17.5,9,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Bench Press (Barbell)",,"",0,"normal",77.5,5,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Bench Press (Barbell)",,"",1,"normal",77.5,4,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Bench Press (Barbell)",,"",2,"failure",77.5,4,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Triceps Dip (Weighted)",,"",0,"normal",12.5,7,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Triceps Dip (Weighted)",,"",1,"normal",,10,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,10,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Incline Bench Press (Dumbbell)",,"",1,"normal",20,14,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Incline Bench Press (Dumbbell)",,"",2,"normal",20,14,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Triceps Rope Pushdown",,"",0,"normal",50,10,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Triceps Rope Pushdown",,"",1,"failure",50,7,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Triceps Rope Pushdown",,"",2,"failure",50,7,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Cable Pull Through",,"",0,"normal",27.3,7,,,
"Chest and Tricep","10 Jun 2024, 10:10","10 Jun 2024, 11:57","","Cable Pull Through",,"",1,"normal",27.3,5,,,
"Evening workout 🏋️","5 Jun 2024, 19:57","5 Jun 2024, 21:29","","Pull Up (Weighted)",,"",0,"normal",5,4,,,
"Evening workout 🏋️","5 Jun 2024, 19:57","5 Jun 2024, 21:29","","Pull Up (Weighted)",,"",1,"normal",5,4,,,
"Evening workout 🏋️","5 Jun 2024, 19:57","5 Jun 2024, 21:29","","Pull Up (Weighted)",,"",2,"normal",5,4,,,
"Evening workout 🏋️","5 Jun 2024, 19:57","5 Jun 2024, 21:29","","Chin Up (Weighted)",,"",0,"normal",10,5,,,
"Evening workout 🏋️","5 Jun 2024, 19:57","5 Jun 2024, 21:29","","Chin Up (Weighted)",,"",1,"normal",10,4,,,
"Evening workout 🏋️","5 Jun 2024, 19:57","5 Jun 2024, 21:29","","Chin Up (Weighted)",,"",2,"normal",10,3,,,
"Evening workout 🏋️","5 Jun 2024, 19:57","5 Jun 2024, 21:29","","Lat Pulldown (Cable)",,"",0,"normal",77.3,9,,,
"Evening workout 🏋️","5 Jun 2024, 19:57","5 Jun 2024, 21:29","","Lat Pulldown (Cable)",,"",1,"normal",77.3,7,,,
"Evening workout 🏋️","5 Jun 2024, 19:57","5 Jun 2024, 21:29","","Lat Pulldown (Cable)",,"",2,"failure",72.7,8,,,
"Evening workout 🏋️","5 Jun 2024, 19:57","5 Jun 2024, 21:29","","Hammer Curl (Dumbbell)",,"",0,"normal",20,9,,,
"Evening workout 🏋️","5 Jun 2024, 19:57","5 Jun 2024, 21:29","","Hammer Curl (Dumbbell)",,"",1,"normal",20,8,,,
"Chest and Tricep","3 Jun 2024, 19:50","3 Jun 2024, 21:26","","Bench Press (Barbell)",,"",0,"normal",75,5,,,
"Chest and Tricep","3 Jun 2024, 19:50","3 Jun 2024, 21:26","","Bench Press (Barbell)",,"",1,"normal",75,5,,,
"Chest and Tricep","3 Jun 2024, 19:50","3 Jun 2024, 21:26","","Bench Press (Barbell)",,"",2,"failure",75,6,,,
"Chest and Tricep","3 Jun 2024, 19:50","3 Jun 2024, 21:26","","Triceps Dip (Weighted)",,"",0,"normal",12.5,8,,,
"Chest and Tricep","3 Jun 2024, 19:50","3 Jun 2024, 21:26","","Triceps Dip (Weighted)",,"",1,"failure",12.5,6,,,
"Chest and Tricep","3 Jun 2024, 19:50","3 Jun 2024, 21:26","","Triceps Dip (Weighted)",,"",2,"failure",12.5,3,,,
"Chest and Tricep","3 Jun 2024, 19:50","3 Jun 2024, 21:26","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,9,,,
"Chest and Tricep","3 Jun 2024, 19:50","3 Jun 2024, 21:26","","Incline Bench Press (Dumbbell)",,"",1,"failure",25,10,,,
"Chest and Tricep","3 Jun 2024, 19:50","3 Jun 2024, 21:26","","Triceps Rope Pushdown",,"",0,"normal",54.5,6,,,
"Chest and Tricep","3 Jun 2024, 19:50","3 Jun 2024, 21:26","","Triceps Rope Pushdown",,"",1,"failure",50,9,,,
"Chest and Tricep","3 Jun 2024, 19:50","3 Jun 2024, 21:26","","Triceps Rope Pushdown",,"",2,"dropset",36.4,8,,,
"Chest","30 May 2024, 20:30","30 May 2024, 21:35","","Bench Press (Barbell)",,"",0,"normal",72.5,4,,,
"Chest","30 May 2024, 20:30","30 May 2024, 21:35","","Bench Press (Barbell)",,"",1,"normal",72.5,5,,,
"Chest","30 May 2024, 20:30","30 May 2024, 21:35","","Bench Press (Barbell)",,"",2,"normal",72.5,5,,,
"Chest","30 May 2024, 20:30","30 May 2024, 21:35","","Incline Bench Press (Dumbbell)",,"",0,"normal",27.5,8,,,
"Chest","30 May 2024, 20:30","30 May 2024, 21:35","","Incline Bench Press (Dumbbell)",,"",1,"normal",25,9,,,
"Chest","30 May 2024, 20:30","30 May 2024, 21:35","","Cable Fly Crossovers",,"",0,"normal",22.7,9,,,
"Chest","30 May 2024, 20:30","30 May 2024, 21:35","","Cable Fly Crossovers",,"",1,"normal",22.7,8,,,
"Chest","30 May 2024, 20:30","30 May 2024, 21:35","","Low Cable Fly Crossovers",,"",0,"normal",22.7,8,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Pull Up (Weighted)",,"",0,"normal",5,4,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Pull Up (Weighted)",,"",1,"normal",5,4,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Pull Up (Weighted)",,"",2,"normal",5,3,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Chin Up (Weighted)",,"",0,"normal",10,5,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Chin Up (Weighted)",,"",1,"normal",10,5,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Chin Up (Weighted)",,"",2,"normal",10,4,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Lat Pulldown (Cable)",,"",0,"normal",77.3,8,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Lat Pulldown (Cable)",,"",1,"normal",77.3,8,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Lat Pulldown (Cable)",,"",2,"normal",72.7,7,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Preacher Curl (Barbell)",,"",0,"normal",35,6,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Bicep Curl (Barbell)",,"",0,"normal",35,7,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Bicep Curl (Barbell)",,"",1,"normal",35,7,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Bicep Curl (Barbell)",,"",2,"normal",35,6,,,
"Back and Bicep","29 May 2024, 19:35","29 May 2024, 21:18","","Hammer Curl (Dumbbell)",,"",0,"dropset",12.5,10,,,
"Chest and Tricep","27 May 2024, 19:52","27 May 2024, 20:41","","Bench Press (Barbell)",,"",0,"normal",70,5,,,
"Chest and Tricep","27 May 2024, 19:52","27 May 2024, 20:41","","Bench Press (Barbell)",,"",1,"normal",70,5,,,
"Chest and Tricep","27 May 2024, 19:52","27 May 2024, 20:41","","Bench Press (Barbell)",,"",2,"normal",70,5,,,
"Chest and Tricep","27 May 2024, 19:52","27 May 2024, 20:41","","Triceps Dip (Weighted)",,"",0,"normal",10,8,,,
"Chest and Tricep","27 May 2024, 19:52","27 May 2024, 20:41","","Triceps Dip (Weighted)",,"",1,"normal",10,5,,,
"Chest and Tricep","27 May 2024, 19:52","27 May 2024, 20:41","","Triceps Dip (Weighted)",,"",2,"normal",10,4,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Chin Up",,"",0,"normal",,9,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Chin Up",,"",1,"normal",,7,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Chin Up",,"",2,"normal",,6,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Triceps Dip",,"",0,"normal",,11,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Triceps Dip",,"",1,"normal",,9,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Triceps Dip",,"",2,"normal",,7,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Hammer Curl (Dumbbell)",,"",0,"normal",20,8,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Hammer Curl (Dumbbell)",,"",1,"normal",20,8,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Hammer Curl (Dumbbell)",,"",2,"normal",20,8,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Triceps Rope Pushdown",,"",0,"normal",50,10,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Triceps Rope Pushdown",,"",1,"normal",50,9,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Triceps Rope Pushdown",,"",2,"normal",45.5,11,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Single Arm Lateral Raise (Cable)",,"",0,"normal",18.2,7,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Single Arm Lateral Raise (Cable)",,"",1,"normal",13.6,8,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Hammer Curl (Cable)",,"",0,"normal",54.5,10,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Hammer Curl (Cable)",,"",1,"normal",54.5,11,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Bicep Curl (Barbell)",,"",0,"normal",35,8,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",35,15,,,
"Arms","25 May 2024, 12:36","25 May 2024, 14:09","","Push Up - Close Grip",,"",0,"normal",,21,,,
"Chest and Tricep","23 May 2024, 20:23","23 May 2024, 21:02","","Bench Press (Dumbbell)",,"",0,"normal",35,6,,,
"Chest and Tricep","23 May 2024, 20:23","23 May 2024, 21:02","","Bench Press (Dumbbell)",,"",1,"normal",35,4,,,
"Chest and Tricep","23 May 2024, 20:23","23 May 2024, 21:02","","Bench Press (Dumbbell)",,"",2,"normal",35,3,,,
"Chest and Tricep","23 May 2024, 20:23","23 May 2024, 21:02","","Triceps Dip",,"",0,"normal",,10,,,
"Chest and Tricep","23 May 2024, 20:23","23 May 2024, 21:02","","Triceps Dip",,"",1,"normal",,7,,,
"Back and Bicep","22 May 2024, 19:37","22 May 2024, 20:58","","Lat Pulldown (Cable)",,"",0,"normal",72.7,14,,,
"Back and Bicep","22 May 2024, 19:37","22 May 2024, 20:58","","Lat Pulldown (Cable)",,"",1,"normal",77.3,9,,,
"Back and Bicep","22 May 2024, 19:37","22 May 2024, 20:58","","Lat Pulldown (Cable)",,"",2,"normal",77.3,8,,,
"Back and Bicep","22 May 2024, 19:37","22 May 2024, 20:58","","Bicep Curl (Barbell)",,"",0,"normal",35,11,,,
"Back and Bicep","22 May 2024, 19:37","22 May 2024, 20:58","","Bicep Curl (Barbell)",,"",1,"normal",35,8,,,
"Back and Bicep","22 May 2024, 19:37","22 May 2024, 20:58","","Bicep Curl (Barbell)",,"",2,"normal",35,7,,,
"Back and Bicep","22 May 2024, 19:37","22 May 2024, 20:58","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",81.8,8,,,
"Legs","18 May 2024, 11:27","18 May 2024, 13:24","","Hack Squat",,"",0,"normal",50,12,,,
"Legs","18 May 2024, 11:27","18 May 2024, 13:24","","Hack Squat",,"",1,"normal",70,11,,,
"Legs","18 May 2024, 11:27","18 May 2024, 13:24","","Hip Thrust (Barbell)",,"",0,"normal",60,10,,,
"Legs","18 May 2024, 11:27","18 May 2024, 13:24","","Hip Thrust (Barbell)",,"",1,"normal",60,11,,,
"Legs","18 May 2024, 11:27","18 May 2024, 13:24","","Standing Calf Raise (Smith)",,"",0,"normal",65,11,,,
"Legs","18 May 2024, 11:27","18 May 2024, 13:24","","Standing Calf Raise (Smith)",,"",1,"normal",65,14,,,
"Legs","18 May 2024, 11:27","18 May 2024, 13:24","","Standing Calf Raise (Smith)",,"",2,"normal",80,15,,,
"Chest and Tricep","16 May 2024, 18:49","16 May 2024, 20:04","","Bench Press (Barbell)",,"",0,"normal",65,11,,,
"Chest and Tricep","16 May 2024, 18:49","16 May 2024, 20:04","","Bench Press (Barbell)",,"",1,"normal",67.5,8,,,
"Chest and Tricep","16 May 2024, 18:49","16 May 2024, 20:04","","Bench Press (Barbell)",,"",2,"normal",67.5,7,,,
"Chest and Tricep","16 May 2024, 18:49","16 May 2024, 20:04","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,9,,,
"Chest and Tricep","16 May 2024, 18:49","16 May 2024, 20:04","","Incline Bench Press (Dumbbell)",,"",1,"normal",22.5,9,,,
"Chest and Tricep","16 May 2024, 18:49","16 May 2024, 20:04","","Incline Bench Press (Dumbbell)",,"",2,"normal",22.5,8,,,
"Chest and Tricep","16 May 2024, 18:49","16 May 2024, 20:04","","Cable Fly Crossovers",,"",0,"normal",22.7,8,,,
"Chest and Tricep","16 May 2024, 18:49","16 May 2024, 20:04","","Cable Fly Crossovers",,"",1,"normal",22.7,10,,,
"Chest and Tricep","16 May 2024, 18:49","16 May 2024, 20:04","","Cable Fly Crossovers",,"",2,"normal",22.7,9,,,
"Supplement","15 May 2024, 19:31","15 May 2024, 20:22","","Bicep Curl (Barbell)",,"",0,"normal",35,10,,,
"Supplement","15 May 2024, 19:31","15 May 2024, 20:22","","Bicep Curl (Barbell)",,"",1,"normal",35,7,,,
"Supplement","15 May 2024, 19:31","15 May 2024, 20:22","","Bicep Curl (Barbell)",,"",2,"normal",35,6,,,
"Supplement","15 May 2024, 19:31","15 May 2024, 20:22","","Lateral Raise (Cable)",,"",0,"normal",22.7,11,,,
"Supplement","15 May 2024, 19:31","15 May 2024, 20:22","","Lateral Raise (Cable)",,"",1,"normal",22.7,10,,,
"Supplement","15 May 2024, 19:31","15 May 2024, 20:22","","Lateral Raise (Cable)",,"",2,"normal",22.7,9,,,
"Supplement","15 May 2024, 19:31","15 May 2024, 20:22","","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",54.5,8,,,
"Supplement","15 May 2024, 19:31","15 May 2024, 20:22","","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"normal",59.1,7,,,
"Supplement","15 May 2024, 19:31","15 May 2024, 20:22","","Behind the Back Bicep Wrist Curl (Barbell)",,"",2,"normal",63.6,8,,,
"Back and Bicep","13 May 2024, 19:50","13 May 2024, 20:52","","Chin Up",,"",0,"normal",,7,,,
"Back and Bicep","13 May 2024, 19:50","13 May 2024, 20:52","","Chin Up",,"",1,"normal",,7,,,
"Back and Bicep","13 May 2024, 19:50","13 May 2024, 20:52","","Chin Up",,"",2,"normal",,6,,,
"Back and Bicep","13 May 2024, 19:50","13 May 2024, 20:52","","Iso-Lateral Row (Machine)",,"",0,"normal",30,9,,,
"Back and Bicep","13 May 2024, 19:50","13 May 2024, 20:52","","Iso-Lateral Row (Machine)",,"",1,"normal",30,9,,,
"Back and Bicep","13 May 2024, 19:50","13 May 2024, 20:52","","Iso-Lateral Row (Machine)",,"",2,"normal",30,9,,,
"Back and Bicep","13 May 2024, 19:50","13 May 2024, 20:52","","Lat Pulldown (Cable)",,"",0,"normal",72,9,,,
"Back and Bicep","13 May 2024, 19:50","13 May 2024, 20:52","","Lat Pulldown (Cable)",,"",1,"normal",72,8,,,
"Back and Bicep","13 May 2024, 19:50","13 May 2024, 20:52","","Hammer Curl (Dumbbell)",,"",0,"normal",17.5,10,,,
"Back and Bicep","13 May 2024, 19:50","13 May 2024, 20:52","","Hammer Curl (Dumbbell)",,"",1,"normal",17.5,7,,,
"Chest and Tricep","12 May 2024, 19:32","12 May 2024, 20:13","","Bench Press (Barbell)",,"",0,"normal",65,11,,,
"Chest and Tricep","12 May 2024, 19:32","12 May 2024, 20:13","","Bench Press (Barbell)",,"",1,"normal",65,8,,,
"Chest and Tricep","12 May 2024, 19:32","12 May 2024, 20:13","","Bench Press (Barbell)",,"",2,"normal",65,7,,,
"Chest and Tricep","12 May 2024, 19:32","12 May 2024, 20:13","","Triceps Dip",,"",0,"normal",,4,,,
"Chest and Tricep","12 May 2024, 19:32","12 May 2024, 20:13","","Triceps Dip",,"",1,"normal",,6,,,
"Chest and Tricep","12 May 2024, 19:32","12 May 2024, 20:13","","Triceps Dip",,"",2,"normal",,6,,,
"Chest and Tricep","12 May 2024, 19:32","12 May 2024, 20:13","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,7,,,
"Chest and Tricep","12 May 2024, 19:32","12 May 2024, 20:13","","Incline Bench Press (Dumbbell)",,"",1,"normal",22.5,6,,,
"Chest and Tricep","12 May 2024, 19:32","12 May 2024, 20:13","","Incline Bench Press (Dumbbell)",,"",2,"normal",22.5,7,,,
"Chest and Tricep","12 May 2024, 19:32","12 May 2024, 20:13","","Triceps Rope Pushdown",,"",0,"normal",50,5,,,
"Chest and Tricep","12 May 2024, 19:32","12 May 2024, 20:13","","Triceps Rope Pushdown",,"",1,"normal",45.5,5,,,
